	Review	Liked
3530	exacerb	0
3531	dunc	0
3532	vicious	0
3533	compass	1
3534	water-down	0
3535	I was VERY disappointed!!	0
3536	guarante	1
3537	cornerston	1
3538	plush	1
3539	worrier	0
3540	low-cost	1
3541	batti	0
3542	well-posit	1
3543	remorselessli	0
3544	reprehens	0
3545	refund	1
3546	chronic	0
3547	mulish	0
3548	incess	0
3549	I had to wait over 30 minutes to get my drink and longer to get 2 arepas.	0
3550	wreak	0
3551	The classic Maine Lobster Roll was fantastic.	1
3552	The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.	0
3553	The chips that came out were dripping with grease, and mostly not edible.	0
3554	unravel	0
3555	forc	0
3556	tramp	0
3557	reviv	1
3558	irregular	0
3559	undid	0
3560	Food was good, service was good, Prices were good.	1
3561	gullibl	0
3562	Their menu is diverse, and reasonably priced.	1
3563	discourag	0
3564	unselfish	1
3565	rubbish	0
3566	devilishli	0
3567	unbound	1
3568	sloww	0
3569	unrel	0
3570	hero	1
3571	The refried beans that came with my meal were dried out and crusty and the food was bland.	0
3572	arduou	0
3573	rebuk	0
3574	elev	1
3575	all-around	1
3576	succeed	1
3577	lifesav	1
3578	quicker	1
3579	dextrou	1
3580	All of the tapas dishes were delicious!	1
3581	inattent	0
3582	I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.	0
3583	smug	0
3584	imaginari	0
3585	The chicken dishes are OK, the beef is like shoe leather.	0
3586	collus	0
3587	complaint	0
3588	"I don't know what the big deal is about this place, but I won't be back ""ya'all""."	0
3589	unconvinc	0
3590	acclaim	1
3591	These are the nicest restaurant owners I've ever come across.	1
3592	brainwash	0
3593	stink	0
3594	smugli	0
3595	famous	1
3596	agoni	0
3597	This one is simply a disappointment.	0
3598	durabl	1
3599	hoard	0
3600	broken-heart	0
3601	titil	1
3602	Their monster chicken fried steak and eggs is my all time favorite.	1
3603	admiringli	1
3604	discourt	0
3605	likabl	1
3606	aggressor	0
3607	beuti	1
3608	despis	0
3609	smack	0
3610	foolishli	0
3611	renew	1
3612	unreason	0
3613	injudici	0
3614	underestim	0
3615	dejectedli	0
3616	runaway	0
3617	underdog	0
3618	geezer	0
3619	crabbi	0
3620	mendaci	0
3621	amazingli	1
3622	tyranni	0
3623	retarded	0
3624	They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.	1
3625	indel	0
3626	helpless	0
3627	vile	0
3628	This place is disgusting!	0
3629	top-notch	1
3630	sneeringli	0
3631	junkyard	0
3632	twinkli	1
3633	I would avoid this place if you are staying in the Mirage.	0
3634	fast	1
3635	skulk	0
3636	unwel	0
3637	Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.	0
3638	impud	0
3639	monotoni	0
3640	usurp	0
3641	obstin	0
3642	embolden	1
3643	demean	0
3644	lemon	0
3645	distast	0
3646	embarrass	0
3647	payback	0
3648	dank	1
3649	livid	0
3650	tatter	0
3651	overwhelm	0
3652	equit	1
3653	nepot	0
3654	contriv	0
3655	bane	0
3656	creep	0
3657	skinni	0
3658	catchi	1
3659	madman	0
3660	Food was so gooodd.	1
3661	resist	0
3662	The steak and the shrimp are in my opinion the best entrees at GC.	1
3663	smut	0
3664	excori	0
3665	hypocrit	0
3666	And then tragedy struck.	0
3667	gimmicki	0
3668	feroci	0
3669	I had a seriously solid breakfast here.	1
3670	And the chef was generous with his time (even came around twice so we can take pictures with him).	1
3671	whore	0
3672	uncomfort	0
3673	assault	0
3674	very tough and very short on flavor!	0
3675	drippi	0
3676	intrud	0
3677	exploit	0
3678	demoralizingli	0
3679	condescens	0
3680	bleak	0
3681	zeal	1
3682	The WORST EXPERIENCE EVER.	0
3683	huckster	0
3684	cannib	0
3685	nobli	1
3686	worth-whil	1
3687	Waited and waited and waited.	0
3688	outbreak	0
3689	charisma	1
3690	convienc	1
3691	unusu	0
3692	selfishli	0
3693	flourish	1
3694	haphazard	0
3695	properli	1
3696	curt	0
3697	glitz	1
3698	latenc	0
3699	guilti	0
3700	generos	1
3701	unlimit	1
3702	disinclin	0
3703	setback	0
3704	merrili	1
3705	We watched our waiter pay a lot more attention to other tables and ignore us.	0
3706	cold	0
3707	fervor	1
3708	lure	0
3709	polaris	0
3710	restructur	1
3711	collaps	0
3712	At least 40min passed in between us ordering and the food arriving, and it wasn't that busy.	0
3713	The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.	0
3714	rattl	0
3715	illus	0
3716	unavail	0
3717	scoldingli	0
3718	adoringli	1
3719	The meat was pretty dry, I had the sliced brisket and pulled pork.	0
3720	injuri	0
3721	fortitud	1
3722	triumphant	1
3723	unclean	0
3724	The chefs were friendly and did a good job.	1
3725	whoooa	1
3726	fleet	0
3727	forbidden	0
3728	gleefulli	1
3729	worst	0
3730	polem	0
3731	I have been here several times in the past, and the experience has always been great.	1
3732	led	1
3733	On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.	1
3734	legendari	1
3735	collud	0
3736	It's close to my house, it's low-key, non-fancy, affordable prices, good food.	1
3737	I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.	0
3738	scariest	0
3739	checker	0
3740	critic	0
3741	butcheri	0
3742	smear	0
3743	rotten	0
3744	barbarian	0
3745	It was either too cold, not enough flavor or just bad.	0
3746	well-connect	1
3747	useless	0
3748	Cooked to perfection and the service was impeccable.	1
3749	High-quality chicken on the chicken Caesar salad.	1
3750	Never again will I be dining at this place!	0
3751	dizzingli	0
3752	shake	0
3753	stark	0
3754	eager	1
3755	garish	0
3756	I got home to see the driest damn wings ever!	0
3757	cuplrit	0
3758	Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!	1
3759	undecid	0
3760	aford	1
3761	The turkey and roast beef were bland.	0
3762	fast-grow	1
3763	topnotch	1
3764	They really want to make your experience a good one.	1
3765	sensit	1
3766	sack	0
3767	beseech	0
3768	fruit	1
3769	It was awesome.	1
3770	precis	1
3771	I *heart* this place.	1
3772	Nice blanket of moz over top but i feel like this was done to cover up the subpar food.	1
3773	befoul	0
3774	mediocr	0
3775	walked in and the place smelled like an old grease trap and only 2 others there eating.	0
3776	discomfititur	0
3777	intract	0
3778	sugar-co	0
3779	whoa	1
3780	vagrant	0
3781	unrealist	0
3782	genial	1
3783	proven	1
3784	debt	0
3785	inelig	0
3786	enviabl	1
3787	overpay	0
3788	lie	0
3789	illiter	0
3790	hoodwink	0
3791	unassail	1
3792	knowledg	1
3793	invent	1
3794	My husband said she was very rude... did not even apologize for the bad food or anything.	0
3795	Great service and food.	1
3796	conscon	0
3797	Perhaps I caught them on an off night judging by the other reviews, but I'm not inspired to go back.	0
3798	overpaid	0
3799	rue	0
3800	unfaz	1
3801	The owners are super friendly and the staff is courteous.	1
3802	gossip	0
3803	mortifi	0
3804	incompat	0
3805	benefactor	1
3806	haughti	0
3807	How awesome is that.	1
3808	commonplac	0
3809	sacrif	0
3810	amen	1
3811	lambast	0
3812	raci	0
3813	flaki	0
3814	slaughter	0
3815	Your servers suck, wait, correction, our server Heimer sucked.	0
3816	triumphantli	1
3817	merri	1
3818	gumption	1
3819	glow	1
3820	nebul	0
3821	aghast	0
3822	self-coup	0
3823	advantag	1
3824	bland	0
3825	mire	0
3826	She ordered a toasted English muffin that came out untoasted.	0
3827	better	1
3828	puzzlement	0
3829	atroc	0
3830	enrag	0
3831	This is one of the best bars with food in Vegas.	1
3832	displeas	0
3833	I wouldn't return.	0
3834	spite	0
3835	intellig	1
3836	whimper	0
3837	leeri	0
3838	They were excellent.	1
3839	interest	1
3840	A FLY was in my apple juice.. A FLY!!!!!!!!	0
3841	intim	1
3842	lifeless	0
3843	rockstar	1
3844	niggl	0
3845	Probably not in a hurry to go back.	0
3846	tougher	1
3847	Everything was good and tasty!	1
3848	gorgeou	1
3849	glare	0
3850	relief	1
3851	spectacular	1
3852	outstandingli	1
3853	dexter	1
3854	little-known	0
3855	regress	0
3856	It was absolutely amazing.	1
3857	cherub	1
3858	fertil	1
3859	exuber	1
3860	delic	1
3861	shockingli	0
3862	eloqu	1
3863	propagand	0
3864	weaken	0
3865	frighteningli	0
3866	undetermin	0
3867	disinterest	0
3868	lesser-known	0
3869	nuisanc	0
3870	glibli	0
3871	Just had lunch here and had a great experience.	1
3872	pitiless	0
3873	hard	0
3874	The chicken wings contained the driest chicken meat I have ever eaten.	0
3875	color	1
3876	surmount	1
3877	heroiz	1
3878	boredom	0
3879	profus	1
3880	crafti	0
3881	clear	1
3882	strictli	0
3883	hail	1
3884	I don't think we'll be going back anytime soon.	0
3885	unfund	0
3886	die	0
3887	I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.	0
3888	regrett	0
3889	randomli	0
3890	dumb	0
3891	serious	0
3892	fatalist	0
3893	suicid	0
3894	unipolar	0
3895	liabil	0
3896	excited	1
3897	What happened next was pretty....off putting.	0
3898	rot	0
3899	misinform	0
3900	muscle-flex	0
3901	haggard	0
3902	penalti	0
3903	Very poor service.	0
3904	for 40 bucks a head, i really expect better food.	0
3905	oner	0
3906	joyou	1
3907	flatter	1
3908	unprofit	0
3909	inextric	0
3910	tardi	0
3911	All in all, Ha Long Bay was a bit of a flop.	0
3912	gusto	1
3913	disconsol	0
3914	Great food and awesome service!	1
3915	readili	1
3916	mistifi	0
3917	harri	0
3918	defi	0
3919	flake	0
3920	wound	0
3921	My brother in law who works at the mall ate here same day, and guess what he was sick all night too.	0
3922	vigil	1
3923	tricki	0
3924	The buffet is small and all the food they offered was BLAND.	0
3925	inconsist	0
3926	virtu	1
3927	If you are reading this please don't go there.	0
3928	zest	1
3929	steepli	0
3930	imped	0
3931	chic	1
3932	senselessli	0
3933	bitingli	0
3934	loser	0
3935	motiv	1
3936	lone	0
3937	dismay	0
3938	exceed	1
3939	Things that went wrong: - They burned the saganaki.	0
3940	wholeheartedli	1
3941	crueler	0
3942	What I really like there is the crepe station.	1
3943	audibl	1
3944	integr	1
3945	The grilled chicken was so tender and yellow from the saffron seasoning.	1
3946	martyrdom	0
3947	punish	0
3948	(The bathroom is just next door and very nice.)	1
3949	ebulli	1
3950	emerg	0
3951	A good time!	1
3952	2 Thumbs Up!!	1
3953	tacki	0
3954	Check it out.	1
3955	wickedli	0
3956	licenti	0
3957	I will never go back to this place and will never ever recommended this place to anyone!	0
3958	Service is also cute.	1
3959	unwilling	0
3960	appeal	1
3961	inabl	0
3962	Everything was perfect the night we were in.	1
3963	crappi	0
3964	spotti	0
3965	unconvincingli	0
3966	fav	1
3967	stringent	0
3968	magnanim	1
3969	sensation	0
3970	mobster	0
3971	shortcom	0
3972	senseless	0
3973	disaccord	0
3974	fathomless	0
3975	Best fish I've ever had in my life!	1
3976	The waiter wasn't helpful or friendly and rarely checked on us.	0
3977	wretchedli	0
3978	Good prices.	1
3979	frolic	1
3980	gallant	1
3981	offenc	0
3982	garbag	0
3983	nefari	0
3984	I did not expect this to be so good!	1
3985	disord	0
3986	econom	1
3987	senil	0
3988	deservedli	1
3989	odder	0
3990	I mean really, how do you get so famous for your fish and chips when it's so terrible!?!	0
3991	I checked out this place a couple years ago and was not impressed.	0
3992	mortif	0
3993	sue	0
3994	draconian	0
3995	posit	1
3996	disillus	0
3997	well-backlit	1
3998	discounten	0
3999	coward	0
4000	woman	0
4001	lunatic	0
4002	strenuou	0
4003	revoltingli	0
4004	crazi	0
4005	zealot	0
4006	inconsequ	0
4007	Con: spotty service.	0
4008	Crust is not good.	0
4009	lucr	1
4010	exasperatingli	0
4011	Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.	0
4012	comb	0
4013	vindict	0
4014	sooth	1
4015	strident	0
4016	Delicious and I will absolutely be back!	1
4017	illusori	0
4018	undaunt	1
4019	The patio seating was very comfortable.	1
4020	Damn good steak.	1
4021	pinnacl	1
4022	"not even a ""hello, we will be right with you."""	0
4023	hilari	1
4024	foresight	1
4025	kill	0
4026	upbraid	0
4027	Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.	1
4028	This isn't a small family restaurant, this is a fine dining establishment.	1
4029	offici	0
4030	matchless	1
4031	breathtakingli	1
4032	plenti	1
4033	exoner	1
4034	woe	0
4035	sharper	1
4036	gall	0
4037	indulg	1
4038	rascal	0
4039	grumbl	0
4040	pittanc	0
4041	stereotyp	0
4042	droop	0
4043	sass	0
4044	entrust	1
4045	The selection on the menu was great and so were the prices.	1
4046	brittl	0
4047	apocalyps	0
4048	Please stay away from the shrimp stir fried noodles.	0
4049	oddest	0
4050	upset	0
4051	First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!	0
4052	Spend your money elsewhere.	0
4053	fearsom	0
4054	clumsi	0
4055	unfortun	0
4056	hype	0
4057	imbecil	0
4058	buckl	0
4059	snub	0
4060	desultori	0
4061	strongest	1
4062	I as well would've given godfathers zero stars if possible.	0
4063	The food was great as always, compliments to the chef.	1
4064	gush	1
4065	earsplit	0
4066	controversi	0
4067	impolit	0
4068	ricer	0
4069	It took over 30 min to get their milkshake, which was nothing more than chocolate milk.	0
4070	affluenc	1
4071	crazili	0
4072	dark	0
4073	I promise they won't disappoint.	1
4074	unsatisfactori	0
4075	sad	0
4076	approv	1
4077	firmer	1
4078	nervou	0
4079	bloom	1
4080	miscalcul	0
4081	prejudg	0
4082	unjustli	0
4083	compact	1
4084	classic	1
4085	lurch	0
4086	asinin	0
4087	haughtili	0
4088	Don't waste your time here.	0
4089	submiss	0
4090	fastest	1
4091	The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.	0
4092	appallingli	0
4093	vice	0
4094	impossibl	0
4095	explod	0
4096	incogniz	0
4097	tin-i	0
4098	apprehens	0
4099	undamag	1
4100	Starters are not at all tasty!	0
4101	thrillingli	1
4102	listless	0
4103	avalanch	0
4104	The service here leaves a lot to be desired.	0
4105	unforeseen	0
4106	glower	0
4107	toxic	0
4108	swankiest	1
4109	wretched	0
4110	crook	0
4111	bewilderingli	0
4112	upgrad	1
4113	I don't have very many words to say about this place, but it does everything pretty well.	1
4114	This greedy corporation will NEVER see another dime from me!	0
4115	* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!	1
4116	protest	0
4117	lacon	0
4118	assuredli	1
4119	blatant	0
4120	They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.	1
4121	flair	0
4122	tragic	0
4123	insuffici	0
4124	unwis	0
4125	polit	1
4126	complementari	1
4127	The service was extremely slow.	0
4128	toppl	0
4129	Seriously flavorful delights, folks.	1
4130	I paid the bill but did not tip because I felt the server did a terrible job.	0
4131	misleadingli	0
4132	The waitress was friendly and happy to accomodate for vegan/veggie options.	1
4133	The last 3 times I had lunch here has been bad.	0
4134	prove	1
4135	keenli	1
4136	On the up side, their cafe serves really good food.	1
4137	unjust	0
4138	bore	0
4139	honest	1
4140	instantli	1
4141	vain	0
4142	bloodi	0
4143	buzz	0
4144	wallow	0
4145	dull	0
4146	grotesqu	0
4147	indiffer	0
4148	muddl	0
4149	bunk	0
4150	My boyfriend and i sat at the bar and had a completely delightful experience.	1
4151	unabashedli	1
4152	Will not be back.	0
4153	defamatori	0
4154	timid	0
4155	mystifi	0
4156	crass	0
4157	bereft	0
4158	antagonist	0
4159	cramp	0
4160	I found a six inch long piece of wire in my salsa.	0
4161	discoutin	0
4162	staunch	1
4163	beautifi	1
4164	invad	0
4165	cure	1
4166	reliabl	1
4167	cleaner	1
4168	gainsay	0
4169	squeak	0
4170	sloow	0
4171	logic	1
4172	capsiz	0
4173	ruffian	0
4174	bellicos	0
4175	enterpris	1
4176	faceti	0
4177	No, I'm going to eat the potato that I found some strangers hair in it.	0
4178	amiabili	1
4179	letch	0
4180	justli	1
4181	It shouldn't take 30 min for pancakes and eggs.	0
4182	We loved the biscuits!!!	1
4183	enjoy	1
4184	hast	0
4185	jeer	0
4186	time-honor	1
4187	Best tacos in town by far!!	1
4188	Worst martini ever!	0
4189	inconceiv	0
4190	overzel	0
4191	sadden	0
4192	entertain	1
4193	peculiar	0
4194	jubil	1
4195	astonish	1
4196	paralyz	0
4197	lacklust	0
4198	shipwreck	0
4199	uncondit	1
4200	low-rat	0
4201	happili	1
4202	mope	0
4203	inglori	0
4204	catastroph	0
4205	Just don't know why they were so slow.	0
4206	rich	1
4207	estrang	0
4208	evildo	0
4209	tarnish	0
4210	unwil	0
4211	bash	0
4212	dishonest	0
4213	gross	0
4214	anti-american	0
4215	poverti	0
4216	bum	0
4217	warp	0
4218	complain	0
4219	extort	0
4220	hardier	1
4221	uneas	0
4222	Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.	0
4223	unrelentingli	0
4224	foe	0
4225	The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.	1
4226	paranoid	0
4227	recant	0
4228	correct	1
4229	exhort	0
4230	meddl	0
4231	misjudg	0
4232	inhibit	0
4233	unabash	1
4234	un-view	0
4235	My boyfriend tried the Mediterranean Chicken Salad and fell in love.	1
4236	superflu	0
4237	wili	0
4238	A great way to finish a great.	1
4239	complimentari	1
4240	devilish	0
4241	risk-fre	1
4242	wack	0
4243	hotcak	1
4244	Service is perfect and the family atmosphere is nice to see.	1
4245	willing	1
4246	delay	0
4247	painless	1
4248	Everything was fresh and delicious!	1
4249	ail	0
4250	obtrus	0
4251	motley	0
4252	misguid	0
4253	concess	0
4254	ignor	0
4255	Level 5 spicy was perfect, where spice didn't over-whelm the soup.	1
4256	The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!	0
4257	I'd rather eat airline food, seriously.	0
4258	fruitlessli	0
4259	unwelcom	0
4260	Food was really boring.	0
4261	Worst service to boot, but that is the least of their worries.	0
4262	lewdli	0
4263	harsh	0
4264	screw-up	0
4265	clariti	1
4266	improb	0
4267	gasp	0
4268	odor	0
4269	sub-par	0
4270	lost	0
4271	roomi	1
4272	disgustedli	0
4273	dearth	0
4274	erron	0
4275	anti-whit	0
4276	shortsight	0
4277	ambival	0
4278	blossom	1
4279	anarch	0
4280	The only thing I did like was the prime rib and dessert section.	1
4281	law-abid	1
4282	fair	1
4283	If you want a sandwich just go to any Firehouse!!!!!	1
4284	rremedi	0
4285	I don't think I'll be running back to Carly's anytime soon for food.	0
4286	monument	1
4287	premier	1
4288	fancier	1
4289	sharpli	0
4290	over-hyp	0
4291	Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.	1
4292	mesmerizingli	1
4293	callou	0
4294	delicaci	1
4295	recov	1
4296	remark	1
4297	disrespect	0
4298	credul	0
4299	snarl	0
4300	everlast	1
4301	douchebag	0
4302	smolder	0
4303	If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.	0
4304	tenaci	1
4305	sham	0
4306	hypocrici	0
4307	I'm not eating here!	0
4308	well-br	1
4309	growl	0
4310	excitedli	1
4311	immin	0
4312	industri	1
4313	sober	0
4314	abus	0
4315	help	1
4316	beleagu	0
4317	vulgar	0
4318	harangu	0
4319	incompli	0
4320	dilemma	0
4321	rail	0
4322	Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!	1
4323	If you look for authentic Thai food, go else where.	0
4324	The feel of the dining room was more college cooking course than high class dining and the service was slow at best.	0
4325	inarticul	0
4326	health	1
4327	horrifi	0
4328	The fries were great too.	1
4329	discomfit	0
4330	I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.	1
4331	exclus	0
4332	dubiou	0
4333	playth	0
4334	effortless	1
4335	inund	0
4336	servitud	0
4337	restless	0
4338	tetchi	0
4339	straggl	0
4340	spiritless	0
4341	promin	1
4342	irrelev	0
4343	heartless	0
4344	overturn	0
4345	Awful service.	0
4346	squeaki	0
4347	gain	1
4348	The one down note is the ventilation could use some upgrading.	0
4349	concis	1
4350	acumen	1
4351	caricatur	0
4352	profici	1
4353	superior	1
4354	pieti	1
4355	avers	0
4356	The atmosphere was great with a lovely duo of violinists playing songs we requested.	1
4357	bewail	0
4358	recours	0
4359	satisfactori	1
4360	vivaci	1
4361	lackadais	0
4362	spellbindingli	1
4363	Food was below average.	0
4364	Both of the egg rolls were fantastic.	1
4365	skeleton	0
4366	exhilaratingli	1
4367	truant	0
4368	bad	0
4369	affect	1
4370	fat-cat	0
4371	festiv	1
4372	affluent	1
4373	This place is awesome if you want something light and healthy during the summer.	1
4374	Definitely a turn off for me & i doubt I'll be back unless someone else is buying.	0
4375	outlaw	0
4376	nicer	1
4377	unobserv	0
4378	blindingli	0
4379	watered-down	0
4380	trashi	0
4381	despond	0
4382	hell-bent	0
4383	peculiarli	0
4384	I like Steiners because it's dark and it feels like a bar.	1
4385	Gave up trying to eat any of the crust (teeth still sore).	0
4386	loathli	0
4387	unten	0
4388	chafe	0
4389	dead-cheap	1
4390	disaster	0
4391	reprov	0
4392	scoffingli	0
4393	forlornli	0
4394	self-interest	0
4395	We waited an hour for what was a breakfast I could have done 100 times better at home.	0
4396	effectu	1
4397	dizz	0
4398	blindsid	0
4399	Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.	0
4400	bravo	1
4401	stale	0
4402	monstros	0
4403	cherish	1
4404	jubili	1
4405	peaceabl	1
4406	treason	0
4407	articul	1
4408	mysteri	0
4409	-My order was not correct.	0
4410	I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.	0
4411	champ	1
4412	wow	1
4413	figurehead	0
4414	last-ditch	0
4415	finicki	0
4416	unaccustom	0
4417	mean	0
4418	revolutionari	1
4419	inaud	0
4420	holi	1
4421	wobbl	0
4422	degradingli	0
4423	slander	0
4424	fanat	0
4425	d*mn	0
4426	ill-usag	0
4427	ostrac	0
4428	subsid	1
4429	solicit	1
4430	But I don't like it.	0
4431	toll	0
4432	invect	0
4433	Although I very much liked the look and sound of this place, the actual experience was a bit disappointing.	0
4434	Just as good as when I had it more than a year ago!	1
4435	rewardingli	1
4436	fool	0
4437	humili	0
4438	contamin	0
4439	This was my first and only Vegas buffet and it did not disappoint.	1
4440	troubl	0
4441	Despite how hard I rate businesses, its actually rare for me to give a 1 star.	0
4442	dust	0
4443	rant	0
4444	zombi	0
4445	best	1
4446	credenc	1
4447	errant	0
4448	naughti	0
4449	drip	0
4450	rave	0
4451	affin	1
4452	rape	0
4453	iniquit	0
4454	lull	0
4455	blasphemi	0
4456	valiant	1
4457	elit	1
4458	overthrow	0
4459	drone	0
4460	obnoxi	0
4461	dead-on	1
4462	smart	1
4463	2 times - Very Bad Customer Service !	0
4464	kid-friendli	1
4465	brisk	1
4466	desicc	0
4467	beneficiari	1
4468	propaganda	0
4469	anomali	0
4470	comprehens	1
4471	fresh	1
4472	corrod	0
4473	poorli	0
4474	ineleg	0
4475	perish	0
4476	standout	1
4477	sprightli	1
4478	incred	1
4479	misbegotten	0
4480	scenic	1
4481	lewd	0
4482	unbias	1
4483	tension	0
4484	pratfal	0
4485	overtak	1
4486	squabbl	0
4487	reckless	0
4488	The food was very good.	1
4489	this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.	1
4490	traitor	0
4491	self-humili	0
4492	molest	0
4493	ill-sort	0
4494	bewild	0
4495	riski	0
4496	haunt	0
4497	Now the pizza itself was good the peanut sauce was very tasty.	1
4498	bump	0
4499	spoonf	0
4500	rumor	0
4501	neat	1
4502	fastest-grow	1
4503	protract	0
4504	frenzi	0
4505	incongru	0
4506	insult	0
4507	clash	0
4508	irreform	0
4509	crush	0
4510	We walked away stuffed and happy about our first Vegas buffet experience.	1
4511	No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.	0
4512	blur	0
4513	I can't wait to go back.	1
4514	gratifyingli	1
4515	dissens	0
4516	defeat	1
4517	chastis	0
4518	mishap	0
4519	staid	0
4520	rigid	0
4521	Food was really good and I got full petty fast.	1
4522	solemn	0
4523	spirit	1
4524	wrath	0
4525	Nothing special.	0
4526	Our server was super nice and checked on us many times.	1
4527	Wow very spicy but delicious.	1
4528	empower	1
4529	We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.	0
4530	disdain	0
4531	sucker	0
4532	woo	1
4533	drunk	0
4534	upris	0
4535	bias	0
4536	stun	1
4537	god-send	1
4538	tenuou	0
4539	The food was terrible.	0
4540	winner	1
4541	I've never been more insulted or felt disrespected.	0
4542	sunk	0
4543	disapoint	0
4544	Anyway, I do not think i will go back there.	0
4545	relent	1
4546	mindless	0
4547	gaudi	0
4548	Tonight I had the Elk Filet special...and it sucked.	0
4549	notorieti	0
4550	indol	0
4551	I got food poisoning here at the buffet.	0
4552	diabol	0
4553	achey	0
4554	compactli	1
4555	villifi	0
4556	It was equally awful.	0
4557	jealou	0
4558	decrement	0
4559	coldli	0
4560	damnabl	0
4561	boundless	1
4562	I will come back here every time I'm in Vegas.	1
4563	grisli	0
4564	ulterior	0
4565	dilly-d	0
4566	understand	1
4567	Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.	1
4568	passiv	0
4569	ploy	0
4570	I'll take my business dinner dollars elsewhere.	0
4571	As for the service: I'm a fan, because it's quick and you're being served by some nice folks.	1
4572	Good service, very clean, and inexpensive, to boot!	1
4573	regal	1
4574	unquestion	1
4575	eschew	0
4576	well-wish	1
4577	fun	1
4578	disservic	0
4579	tingl	1
4580	wanton	0
4581	I've had better atmosphere.	0
4582	pest	0
4583	righteou	1
4584	The restaurant atmosphere was exquisite.	1
4585	snappish	0
4586	lousi	0
4587	I will not be eating there again.	0
4588	wicked	0
4589	caustic	0
4590	insupport	0
4591	succumb	0
4592	illog	0
4593	outsid	0
4594	anomal	0
4595	presumptu	0
4596	inopportun	0
4597	hug	1
4598	gloomi	0
4599	spoon-fe	0
4600	lavishli	1
4601	instabl	0
4602	disastr	0
4603	vestig	0
4604	monstrou	0
4605	aloof	0
4606	dissonantli	0
4607	reluctantli	0
4608	maledict	0
4609	inoper	0
4610	shimmi	0
4611	overlook	0
4612	mislead	0
4613	throb	0
4614	So we went to Tigerlilly and had a fantastic afternoon!	1
4615	quash	0
4616	multi-polar	0
4617	avid	1
4618	kaput	0
4619	showdown	0
4620	mourner	0
4621	deadli	0
4622	This place is two thumbs up....way up.	1
4623	slave	0
4624	disori	0
4625	worn	0
4626	debat	0
4627	grate	1
4628	Both of them were truly unbelievably good, and I am so glad we went back.	1
4629	realist	1
4630	I ate there twice on my last visit, and especially enjoyed the salmon salad.	1
4631	Host staff were, for lack of a better word, BITCHES!	0
4632	explos	0
4633	It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.	0
4634	Don't bother coming here.	0
4635	chaff	0
4636	accur	1
4637	Service was slow and not attentive.	0
4638	delight	1
4639	gnaw	0
4640	smooth	1
4641	frantic	0
4642	salaci	0
4643	disregard	0
4644	It lacked flavor, seemed undercooked, and dry.	0
4645	sin	0
4646	Cant say enough good things about this place.	1
4647	absente	0
4648	unforgett	1
4649	eyesor	0
4650	suffer	0
4651	unexpectedli	0
4652	jutter	0
4653	extermin	0
4654	miscellan	0
4655	trumpet	1
4656	trendi	1
4657	idyl	1
4658	The restaurant is very clean and has a family restaurant feel to it.	1
4659	tank	0
4660	nitpick	0
4661	languish	0
4662	The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.	1
4663	evad	0
4664	I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).	1
4665	The food is good.	1
4666	sunder	0
4667	merci	1
4668	perfectli	1
4669	anxious	0
4670	To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.	0
4671	grimac	0
4672	It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.	0
4673	berat	0
4674	insurmount	0
4675	overst	0
4676	unkindli	0
4677	It's too bad the food is so damn generic.	0
4678	outrag	0
4679	scarili	0
4680	uneconom	0
4681	audaci	0
4682	fickl	0
